movie,year,director,movie_link,total_score,critic_score,director_score,french_voters_score
"Martha, Macy, May, Marlene",2011.0,Sean Durkin,https://www.bfi.org.uk/films-tv-people/4f4bb53687fa1,1,,1.0,
Nine and a Half Weeks,1985.0,Adrian Lyne,https://www.bfi.org.uk/films-tv-people/4ce2b74d0f68c,1,,1.0,
Balzac and The Little Chinese Seamstress,2002.0,Sijie Dai,https://www.bfi.org.uk/films-tv-people/4ce2b866b7c27,1,1.0,,
"King's Speech, The",2010.0,Tom Hooper,https://www.bfi.org.uk/films-tv-people/4ce2b8dae9f0f,1,1.0,,
"Bête Humaine, La",1938.0,Jean Renoir,https://www.bfi.org.uk/films-tv-people/4ce2b6a5c118c,3,2.0,1.0,
Angst,1983.0,Gerald Kargl,https://www.bfi.org.uk/films-tv-people/4ce2b6ec71b34,1,,1.0,1.0
Aaja Nachle,2007.0,Anil Mehta,https://www.bfi.org.uk/films-tv-people/4ce2b8dfd88ce,1,1.0,,
"Bride Wore Black, The",1967.0,François Truffaut,https://www.bfi.org.uk/films-tv-people/4ce2b6b000977,1,1.0,,
Falbalas/Paris Frills,1945.0,Jacques Becker,https://www.bfi.org.uk/films-tv-people/4ce2b6a9c90ee,2,2.0,,1.0
Jesus of Montreal,1989.0,Denys Arcand,https://www.bfi.org.uk/films-tv-people/4ce2b796ddb96,1,1.0,,
Merci pour le chocolat,2000.0,Claude Chabrol,https://www.bfi.org.uk/films-tv-people/4ce2b84263d7e,1,1.0,,
"Mission, The",1986.0,Roland Joffé,https://www.bfi.org.uk/films-tv-people/4ce2b7455f16b,1,1.0,,
"Mad Fox, The",1962.0,Tomu Uchida,https://www.bfi.org.uk/films-tv-people/4ce2b73552555,1,1.0,,
Sanrizuka: Heta Village,1971.0,Ogawa Shinsuke,https://www.bfi.org.uk/films-tv-people/4ce2b7663a2cb,1,1.0,,
Buena Vista Social Club,1999.0,Wim Wenders,https://www.bfi.org.uk/films-tv-people/4ce2b8115dcd0,1,,1.0,
Crash,2004.0,Paul Haggis,https://www.bfi.org.uk/films-tv-people/4ce2b8a5c7572,1,,1.0,
Trishna,2011.0,Michael Winterbottom,https://www.bfi.org.uk/films-tv-people/4f4bb60f049ad,1,,1.0,
Dogra Magra,1988.0,Toshio Matsumoto,https://www.bfi.org.uk/films-tv-people/4ce2b794dbcc9,1,1.0,,
Eros Plus Massacre,1969.0,Yoshishige Yoshida,https://www.bfi.org.uk/films-tv-people/4ce2b6a991fd3,1,1.0,,
Magino Village: A Tale,1987.0,Ogawa Shinsuke,https://www.bfi.org.uk/films-tv-people/4ce2b73e2ceda,1,1.0,,
Mysterious Object at Noon,2000.0,Apichatpong Weerasethakul,https://www.bfi.org.uk/films-tv-people/4ce2b84183ad6,1,1.0,,
"Song Lantern, The",1943.0,Naruse Mikio,https://www.bfi.org.uk/films-tv-people/4ce2b8c310812,1,1.0,,
"Last Metro, The",1979.0,François Truffaut,https://www.bfi.org.uk/films-tv-people/4ce2b70a95438,1,1.0,,
Under the Volcano,1984.0,John Huston,https://www.bfi.org.uk/films-tv-people/4ce2b77feb08c,2,2.0,,
"Music Box, The",1932.0,James Parrot,https://www.bfi.org.uk/films-tv-people/4ce2b74a61caf,1,1.0,,
"Thousand Eyes of Dr Mabuse, The",1960.0,Fritz Lang,https://www.bfi.org.uk/films-tv-people/4ce2b6b7ba331,1,1.0,,
"Himmler Project, The",2000.0,Romuald Karmakar,https://www.bfi.org.uk/films-tv-people/4ce2b8453c09b,1,1.0,,
Slow Summer,1976.0,John Cook,https://www.bfi.org.uk/films-tv-people/4ce2b73739cb6,1,1.0,,
Rififi,1965.0,Jules Dassin,https://www.bfi.org.uk/films-tv-people/4ce2b6a94e509,1,,1.0,
"Act of Seeing with One's Own Eyes, The",1971.0,Stan Brakhage,https://www.bfi.org.uk/films-tv-people/4ce2b6e8278cb,3,2.0,1.0,
David Holzman's Diary,1968.0,Jim McBride,https://www.bfi.org.uk/films-tv-people/4ce2b6a880126,2,1.0,1.0,
"Rubios, Los",2003.0,Albertina Carri,https://www.bfi.org.uk/films-tv-people/4ce2b89499e3f,1,1.0,,
New Babylon,1929.0,Grigori Kozintsev/Leonid Trauberg,https://www.bfi.org.uk/films-tv-people/4ce2b6b1c551f,1,1.0,,
Time Bandits,1981.0,Terry Gilliam,https://www.bfi.org.uk/films-tv-people/4ce2b697b6106,1,1.0,,
"Forest for the Trees, The",2003.0,Maren Ade,https://www.bfi.org.uk/films-tv-people/4ce2b8ad44379,1,1.0,,
"New York Ripper, The",1982.0,Lucio Fulci,https://www.bfi.org.uk/films-tv-people/4ce2b7717fdd4,1,1.0,,
Rocky Horror Picture Show,1975.0,Jim Sharman,https://www.bfi.org.uk/films-tv-people/4ce2b6b483615,1,1.0,,
"Serbian Film, A",2010.0,Srdjan Spasojevic,https://www.bfi.org.uk/films-tv-people/4de99ef2d8b6c,1,1.0,,
"Shawshank Redemption, The",1994.0,Frank Darabont,https://www.bfi.org.uk/films-tv-people/4ce2b7c6952d7,1,1.0,,
"Ground, The",2002.0,Robert Beavers,https://www.bfi.org.uk/films-tv-people/4ce2b88d3c5a0,1,1.0,,
"Autobiography of Nicolae Ceausescu, The",2010.0,Andrei Ujica,https://www.bfi.org.uk/films-tv-people/4ce2b8e052773,1,1.0,,1.0
Fertile Memory,1980.0,Michael Khleifi,https://www.bfi.org.uk/films-tv-people/4ce2b74301b51,1,1.0,,1.0
Profit Motive And The Whispering Wind,2008.0,John Gianvito,https://www.bfi.org.uk/films-tv-people/4ce2b8cf3ab7f,1,1.0,,1.0
35 Shots of Rum,2008.0,Claire Denis,https://www.bfi.org.uk/films-tv-people/4ce2b8cd85989,2,2.0,,
"Ear, The",1969.0,Karel Kachyna,https://www.bfi.org.uk/films-tv-people/4ce2b7a4701b5,1,1.0,,
We Won't Grow Old Together,1972.0,Maurice Pialat,https://www.bfi.org.uk/films-tv-people/4ce2b6b1c2bff,3,1.0,2.0,
Showgirls,1995.0,Paul Verhoeven,https://www.bfi.org.uk/films-tv-people/4ce2b7dc43d56,1,,1.0,
"Trial of Joan of Arc, The",1962.0,Robert Bresson,https://www.bfi.org.uk/films-tv-people/4ce2b75c709d9,2,,2.0,
Café Lumiere,2003.0,Hsiao-hsien Hou,https://www.bfi.org.uk/films-tv-people/4ce2b8a664789,2,2.0,,
Pasazerka,1963.0,Andrzej Munk/Witold Lesiewicz,https://www.bfi.org.uk/films-tv-people/4ce2b6b2a8e32,1,1.0,,
"Guns, The",1964.0,Ruy Guerra,https://www.bfi.org.uk/films-tv-people/4ce2b6aac2ecf,1,1.0,,
Summer with Monika,1955.0,Ingmar Bergman,https://www.bfi.org.uk/films-tv-people/4ce2b6b669519,2,2.0,,1.0
Barking Dogs Never Bite,2000.0,Bong Joon-ho,https://www.bfi.org.uk/films-tv-people/4ce2b8553270c,1,1.0,,
Suture,1994.0,Scott McGehee/David Siegel,https://www.bfi.org.uk/films-tv-people/4ce2b7d7d1d92,1,1.0,,
"Taste of Tea, The",2004.0,Katsuhito Ishii,https://www.bfi.org.uk/films-tv-people/4ce2b8a7b9d63,1,1.0,,
Duel,1971.0,Steven Spielberg,https://www.bfi.org.uk/films-tv-people/4ce2b6a944e0a,2,2.0,,
Nelly et Monsieur Arnaud,1995.0,Claude Sautet,https://www.bfi.org.uk/films-tv-people/4ce2b7d66396f,1,1.0,,
"You, The Living",2007.0,Roy Andersson,https://www.bfi.org.uk/films-tv-people/4ce2b8bd7f8d7,2,,2.0,
White Nights,1957.0,Luchino Visconti,https://www.bfi.org.uk/films-tv-people/4ce2b74e4ef08,1,,1.0,
"Battle of Chile, The",1975.0,Patricio Guzmán,https://www.bfi.org.uk/films-tv-people/4ce2b6d500170,3,2.0,1.0,
"Wrong Man, The",1956.0,Alfred Hitchcock,https://www.bfi.org.uk/films-tv-people/4ce2b6bb3d714,1,1.0,,
Blaise Pascal,1972.0,Roberto Rossellini,https://www.bfi.org.uk/films-tv-people/4ce2b6f61715c,1,,1.0,
Innocence unprotected,1968.0,Dusan Makavejev,https://www.bfi.org.uk/films-tv-people/4ce2b6b1638e8,1,1.0,,
Certified Copy,2009.0,Abbas Kiarostami,https://www.bfi.org.uk/films-tv-people/4ce2b8d7e7ee2,2,2.0,,
"Funeral, The",1996.0,Abel Ferrara,https://www.bfi.org.uk/films-tv-people/4ce2b7e937895,1,1.0,,
It's a Gift,1934.0,Norman Z McLeod,https://www.bfi.org.uk/films-tv-people/4ce2b6ad5d8cc,2,2.0,,
"New Leaf, A",1970.0,Elaine May,https://www.bfi.org.uk/films-tv-people/4ce2b6b167ae6,1,1.0,,
Trans Europ Express,1966.0,Alain Robbe-Grillet,https://www.bfi.org.uk/films-tv-people/4ce2b6b8d510b,1,1.0,,
Trash,1970.0,Andy Warhol,https://www.bfi.org.uk/films-tv-people/4ce2b6b8db15c,1,1.0,,
Adventures of Buckaroo Banzai Across the 8th Dimension,1984.0,WD Richter,https://www.bfi.org.uk/films-tv-people/4ce2b8a0ad4c4,1,,1.0,
Extraordinary Adventures of Mr West in the Land of the Bolsheviks,1924.0,Lev Kuleshov,https://www.bfi.org.uk/films-tv-people/4ce2b6bf5a9dd,1,,1.0,
Manderlay,2005.0,Lars von Trier,https://www.bfi.org.uk/films-tv-people/4ce2b8a43cabd,1,,1.0,
Three Songs About Lenin,1934.0,Dziga Vertov,https://www.bfi.org.uk/films-tv-people/4ce2b6b8f1979,1,1.0,,
Kill Bill,2003.0,Quentin Tarantino,https://www.bfi.org.uk/films-tv-people/4ce2b886a2798,1,1.0,,
"Cool World, The",1963.0,Shirley Clarke,https://www.bfi.org.uk/films-tv-people/4ce2b7049d6ee,1,1.0,,
Dr Jekyll and Mr Hyde,1931.0,Rouben Mamoulian,https://www.bfi.org.uk/films-tv-people/4ce2b6a9029c2,1,1.0,,
Eat the Document,1972.0,Bob Dylan/D.A. Pennebaker,https://www.bfi.org.uk/films-tv-people/4ce2b7102b79a,1,,1.0,
"Giant, The",1982.0,Michael Klier,https://www.bfi.org.uk/films-tv-people/4ce2b7608fe82,1,,1.0,
"Time for Dying, A",1969.0,Budd Boetticher,https://www.bfi.org.uk/films-tv-people/4ce2b6b87771e,1,,1.0,
White of the Eye,1986.0,Donald Cammell,https://www.bfi.org.uk/films-tv-people/4ce2b7895941f,1,,1.0,
Workers Leaving the Factory Gate,1895.0,Louis et Auguste Lumière,https://www.bfi.org.uk/films-tv-people/4ce2b6bf6ff74,2,,2.0,
Wuthering Heights,1954.0,Luis Buñuel,https://www.bfi.org.uk/films-tv-people/4ce2b6bbcc359,1,,1.0,
Ringu,1997.0,Hideo Nakata,https://www.bfi.org.uk/films-tv-people/4ce2b831d23ae,1,1.0,,
I Knew Her Well,1965.0,Antonio Pietrangeli,https://www.bfi.org.uk/films-tv-people/4ce2b6ad4089f,1,1.0,,
"Pont du Nord, Le",1982.0,Jacques Rivette,https://www.bfi.org.uk/films-tv-people/4ce2b759f12e3,1,1.0,,
Renaissance,1963.0,Walerian Borowczyk,https://www.bfi.org.uk/films-tv-people/4ce2b69ab97a8,1,1.0,,
"Bowery, The",1933.0,Raoul Walsh,https://www.bfi.org.uk/films-tv-people/4ce2b6a63a3a5,1,1.0,,
Kino Pravda,1922.0,Dziga Vertov,https://www.bfi.org.uk/films-tv-people/4ce2b734a34f8,1,1.0,,
Presents,1981.0,Michael Snow,https://www.bfi.org.uk/films-tv-people/4ce2b75b800e6,1,1.0,,
Macunaima/Jungle Freaks,1969.0,Joaquim Pedro de Andrade,https://www.bfi.org.uk/films-tv-people/4ce2b6af75692,1,1.0,,1.0
"Marseillaise, La",1937.0,Jean Renoir,https://www.bfi.org.uk/films-tv-people/4ce2b6b00fb6f,1,1.0,,1.0
Phase IV,1974.0,Saul Bass,https://www.bfi.org.uk/films-tv-people/4ce2b6b300c78,1,1.0,,
Foolish Wives,1922.0,Erich von Stroheim,https://www.bfi.org.uk/films-tv-people/4ce2b6aa63d5a,2,2.0,,1.0
Mysteries of Lisbon,2010.0,Raúl Ruiz,https://www.bfi.org.uk/films-tv-people/4de8ba148a50b,4,3.0,1.0,
Appunti su un fatto di cronaca,1951.0,Luchino Visconti,https://www.bfi.org.uk/films-tv-people/4ce2b8839f0cd,1,1.0,,1.0
Foreign Correspondent,1940.0,Alfred Hitchcock,https://www.bfi.org.uk/films-tv-people/4ce2b6aa6f4f1,1,1.0,,1.0
"Girl with the Dragon Tattoo, The",2011.0,David Fincher,https://www.bfi.org.uk/films-tv-people/4f4bb49918aff,1,1.0,,1.0
"Rainmaker, The",1997.0,Francis Ford Coppola,https://www.bfi.org.uk/films-tv-people/4ce2b7fcacce4,1,1.0,,1.0
Sylvia Scarlett,1935.0,George Cukor,https://www.bfi.org.uk/films-tv-people/4ce2b6b77fa60,1,1.0,,1.0
"femme est une femme, Une",1961.0,Jean-Luc Godard,https://www.bfi.org.uk/films-tv-people/4ce2b6aa02bb7,2,2.0,,
Salaam Cinema,1995.0,Mohsen Makhmalbaf,https://www.bfi.org.uk/films-tv-people/4ce2b7e53a3ca,1,1.0,,
Two for the Road,1967.0,Stanley Donen,https://www.bfi.org.uk/films-tv-people/4ce2b6b939e93,1,,1.0,
Senso,1954.0,Luchino Visconti,https://www.bfi.org.uk/films-tv-people/4ce2b6b574c02,1,1.0,,
"Goddess, The",1934.0,Yonggang Wu,https://www.bfi.org.uk/films-tv-people/4ce2b76aa1669,1,1.0,,
Everyone Says I Love You,1996.0,Woody Allen,https://www.bfi.org.uk/films-tv-people/4ce2b7e92cbd2,1,,1.0,
Investigation of a Citizen Above Suspicion,1970.0,Elio Petri,https://www.bfi.org.uk/films-tv-people/4ce2b6ad10fa6,1,1.0,,
Our Nazi,1984.0,Robert Kramer,https://www.bfi.org.uk/films-tv-people/4ce2b78180d02,1,1.0,,
Wundkanal,1984.0,Thomas Harlan,https://www.bfi.org.uk/films-tv-people/4ce2b78d8684c,1,1.0,,
Full Metal Jacket,1987.0,Stanley Kubrick,https://www.bfi.org.uk/films-tv-people/4ce2b71c59462,2,,2.0,
"Sting, The",1973.0,George Roy Hill,https://www.bfi.org.uk/films-tv-people/4ce2b6b74e0aa,1,,1.0,
"Life and Times of Judge Roy Bean, The",1972.0,John Huston,https://www.bfi.org.uk/films-tv-people/4ce2b6aed3c9c,1,1.0,,
Texasville,1990.0,Peter Bogdanovich,https://www.bfi.org.uk/films-tv-people/4ce2b79489054,1,1.0,,
Titanic,1997.0,James Cameron,https://www.bfi.org.uk/films-tv-people/4ce2b7eec3e28,2,1.0,1.0,
Mamma Roma,1962.0,Pier Paolo Pasolini,https://www.bfi.org.uk/films-tv-people/4ce2b6afab3db,2,1.0,1.0,
High School,1968.0,Frederick Wiseman,https://www.bfi.org.uk/films-tv-people/4ce2b6bdd544a,1,1.0,,
Faits Divers,1983.0,Raymond Depardon,https://www.bfi.org.uk/films-tv-people/4ce2b69412f2f,2,,2.0,
Death of the Land of Encantos,2007.0,Lav Díaz,https://www.bfi.org.uk/films-tv-people/4ce2b8c599b51,1,1.0,,
Ask a Policeman,1939.0,Marcel Varnel,https://www.bfi.org.uk/films-tv-people/4ce2b6eed34e2,1,1.0,,
Helpmates,1931.0,James Parrott,https://www.bfi.org.uk/films-tv-people/4ce2b6ac1de01,1,1.0,,
Pink Flamingos,1972.0,John Waters,https://www.bfi.org.uk/films-tv-people/4ce2b7583aed5,2,2.0,,
White Zombie,1932.0,Victor Halperin,https://www.bfi.org.uk/films-tv-people/4ce2b6babaa58,1,1.0,,
"Serious Man, A",2009.0,Joel & Ethan Coen,https://www.bfi.org.uk/films-tv-people/4ce2b8c467244,1,1.0,,
Bonjour Tristesse,1958.0,Otto Preminger,https://www.bfi.org.uk/films-tv-people/4ce2b6a60f47c,1,1.0,,
Lonesome,1928.0,Pál Fejös,https://www.bfi.org.uk/films-tv-people/4ce2b73ae9075,1,1.0,,
Without Anesthesia,1978.0,Andrzej Wajda,https://www.bfi.org.uk/films-tv-people/4ce2b6bc3cc1c,1,1.0,,
Death Proof,2007.0,Quentin Tarantino,https://www.bfi.org.uk/films-tv-people/4ce2b8c3ae1d4,1,1.0,,
Reds,1981.0,Warren Beatty,https://www.bfi.org.uk/films-tv-people/4ce2b760327ce,1,1.0,,
Level Five,1996.0,Chris Marker,https://www.bfi.org.uk/films-tv-people/4ce2b7fdc9820,1,,1.0,
"Bride, The",1972.0,Hadzhakuli Narliev,https://www.bfi.org.uk/films-tv-people/4ce2b6b1635fc,1,1.0,,
"Brother, The",1991.0,Bakhtiyar Khudoinazarov,https://www.bfi.org.uk/films-tv-people/4ce2b7bb6a804,1,1.0,,
Gandhi,1982.0,Richard Attenborough,https://www.bfi.org.uk/films-tv-people/4ce2b6958918e,1,1.0,,
Sholay,1975.0,Ramesh Sippy,https://www.bfi.org.uk/films-tv-people/4ce2b6b5c1aff,1,1.0,,
Castro Street,1966.0,Bruce Baillie,https://www.bfi.org.uk/films-tv-people/4ce2b6cd070f9,1,1.0,,
Juvenile Court,1973.0,Frederick Wiseman,https://www.bfi.org.uk/films-tv-people/4ce2b69cd55bb,1,1.0,,
Miracle of Morgan's Creek,1943.0,Preston Sturges,https://www.bfi.org.uk/films-tv-people/4ce2b6b08035d,2,1.0,1.0,
Siddheshwari,1989.0,Mani Kaul,https://www.bfi.org.uk/films-tv-people/4ce2b7a1bb843,1,,1.0,
Teesri Kasam,1966.0,Basu Bhattacharya,https://www.bfi.org.uk/films-tv-people/4ce2b777c49e8,1,,1.0,
Zidane: a 21st Century Portrait,2006.0,Philip Parreno/Douglas Gordon,https://www.bfi.org.uk/films-tv-people/4ce2b8b8b5aa3,1,,1.0,
Birth of the Nation,1973.0,Klaus Wyborny,https://www.bfi.org.uk/films-tv-people/4ce2b71d7abac,1,1.0,,
"Little Girl Who Sold The Sun, The",1999.0,Djibril Diop Mambéty,https://www.bfi.org.uk/films-tv-people/4ce2b801ee808,1,1.0,,
Plácido,1961.0,Luis García Berlanga,https://www.bfi.org.uk/films-tv-people/4ce2b6b3222ec,1,1.0,,
"Chienne, La",1931.0,Jean Renoir,https://www.bfi.org.uk/films-tv-people/4ce2b6ffc2614,1,1.0,,
Fortini/Cani,1976.0,Jean-Marie Straub/Danièle Huillet,https://www.bfi.org.uk/films-tv-people/4ce2b6bd6fe4f,1,1.0,,
That Is The Dawn,1956.0,Luis Buñuel,https://www.bfi.org.uk/films-tv-people/4ce2b6a74fb36,1,1.0,,
Himala,1983.0,Ishmael Bernal,https://www.bfi.org.uk/films-tv-people/4ce2b726a81a2,1,,1.0,
Nana,1926.0,Jean Renoir,https://www.bfi.org.uk/films-tv-people/4ce2b6b13a8e0,1,1.0,,
Sambizanga,1972.0,Sara Maldoror,https://www.bfi.org.uk/films-tv-people/4ce2b6b4f0c3b,1,1.0,,
"Color of Love, The",1995.0,Peggy Ahwesh,https://www.bfi.org.uk/films-tv-people/4ce2b7ed46336,1,1.0,,
My Hustler,1965.0,Andy Warhol,https://www.bfi.org.uk/films-tv-people/4ce2b6b114b66,2,1.0,1.0,1.0
Born in Flames,1983.0,Lizzie Borden,https://www.bfi.org.uk/films-tv-people/4ce2b69ad035e,2,1.0,1.0,
Darwin's Nightmare,2004.0,Hubert Sauper,https://www.bfi.org.uk/films-tv-people/4ce2b8ab9e747,1,1.0,,
Looking for Langston,1989.0,Isaac Julien,https://www.bfi.org.uk/films-tv-people/4ce2b79d60eb8,1,1.0,,
Sweet Sweetback's Baadasssss Song,1971.0,Melvin van Peebles,https://www.bfi.org.uk/films-tv-people/4ce2b775be49c,1,1.0,,
Frozen River,2008.0,Courtney Hunt,https://www.bfi.org.uk/films-tv-people/4ce2b8c819f4b,1,,1.0,
Little Dieter Needs to Fly,1997.0,Werner Herzog,https://www.bfi.org.uk/films-tv-people/4ce2b809afb2c,1,,1.0,
Wendy and Lucy,2008.0,Kelly Reichardt,https://www.bfi.org.uk/films-tv-people/4ce2b8cb5744c,1,,1.0,
Malcolm X,1992.0,Spike Lee,https://www.bfi.org.uk/films-tv-people/4ce2b7b47bfd3,1,1.0,,
Clash by Night,1952.0,Fritz Lang,https://www.bfi.org.uk/films-tv-people/4ce2b6a7afe76,1,,1.0,
Shanghai Express,1932.0,Josef von Sternberg,https://www.bfi.org.uk/films-tv-people/4ce2b6b5a243a,3,2.0,1.0,
Angel,1937.0,Ernst Lubitsch,https://www.bfi.org.uk/films-tv-people/4ce2b6b8c2469,3,3.0,,1.0
"Assomoir, L'",1917.0,Albert Capellani,https://www.bfi.org.uk/films-tv-people/4ce2b6ef0b650,1,1.0,,1.0
From Saturday to Sunday,1931.0,Gustav Machaty,https://www.bfi.org.uk/films-tv-people/4ce2b79aed367,1,1.0,,1.0
"Mothering Heart, The",1913.0,D.W. Griffith,https://www.bfi.org.uk/films-tv-people/4ce2b747d77b5,1,1.0,,1.0
Not Wanted,1949.0,Ida Lupino,https://www.bfi.org.uk/films-tv-people/4ce2b6b1c17c2,1,1.0,,1.0
Pursued,1947.0,Raoul Walsh,https://www.bfi.org.uk/films-tv-people/4ce2b6b3abe91,1,1.0,,1.0
Whirlpool,1950.0,Otto Preminger,https://www.bfi.org.uk/films-tv-people/4ce2b6baa75f6,1,1.0,,1.0
Soft Fiction,1979.0,Chick Strand,https://www.bfi.org.uk/films-tv-people/4ce2b76e2ee3a,1,,1.0,
"Wedding Suit, The",1976.0,Abbas Kiarostami,https://www.bfi.org.uk/films-tv-people/4ce2b82cdb446,1,1.0,,
I'm Alright Jack,1959.0,John Boulting,https://www.bfi.org.uk/films-tv-people/4ce2b6acf2bb5,1,,1.0,
Never Give a Sucker an Even Break,1941.0,Edward F Cline,https://www.bfi.org.uk/films-tv-people/4ce2b6b15e998,1,,1.0,
Oliver,1968.0,Lionel Bart,https://www.bfi.org.uk/films-tv-people/4ce2b6b208402,1,,1.0,
Six Degrees of Separation,1993.0,Fred Schepisi,https://www.bfi.org.uk/films-tv-people/4ce2b7af7c6a8,1,1.0,,
"Navigator, The",1924.0,Buster Keaton,https://www.bfi.org.uk/films-tv-people/4ce2b6b14d8b3,2,1.0,1.0,1.0
"Three Crowns of the Sailor, The",1983.0,Raúl Ruiz,https://www.bfi.org.uk/films-tv-people/4ce2b77d28522,1,1.0,,
Manhunter,1986.0,Michael Mann,https://www.bfi.org.uk/films-tv-people/4ce2b79b70f1b,1,,1.0,
Alice Doesn't Live Here Anymore,1974.0,Martin Scorsese,https://www.bfi.org.uk/films-tv-people/4ce2b6ea27f4e,1,1.0,,
Entr'acte,1924.0,René Clair,https://www.bfi.org.uk/films-tv-people/4ce2b6bd28b3e,1,,1.0,
Mother Kusters Goes to Heaven,1975.0,Rainer Werner Fassbinder,https://www.bfi.org.uk/films-tv-people/4ce2b6b109824,1,,1.0,
"Ricotta, La",1963.0,Pier Paolo Pasolini,https://www.bfi.org.uk/films-tv-people/4ce2b6b4877ad,1,,1.0,
Cuadecuc-Vampir,1970.0,Pere Portabella,https://www.bfi.org.uk/films-tv-people/4ce2b7828a81d,1,1.0,,
Ivan,1932.0,Aleksandr Dovzhenko,https://www.bfi.org.uk/films-tv-people/4ce2b6ad681dd,1,1.0,,
"Ronde, La",1950.0,Max Ophüls,https://www.bfi.org.uk/films-tv-people/4ce2b6b49bc1d,1,1.0,,
"Water Carrier has Died, The",1977.0,Salah Abu Seif,https://www.bfi.org.uk/films-tv-people/4ce2b7659eab9,1,1.0,,
Quei loro incontri,2006.0,Jean-Marie Straub/Danièle Huillet,https://www.bfi.org.uk/films-tv-people/4ce2b8c056728,1,,1.0,1.0
Being John Malkovich,1999.0,Charlie Kaufman/Spike Jonze,https://www.bfi.org.uk/films-tv-people/4ce2b815256dc,1,,1.0,
"Diving Bell and the Butterfly, The",2007.0,Julian Schnabel,https://www.bfi.org.uk/films-tv-people/4ce2b8c3274bc,2,1.0,1.0,
Christmas on Earth,1963.0,Barbara Rubin,https://www.bfi.org.uk/films-tv-people/4ce2b700c6831,1,,1.0,
Crossroads,1976.0,Bruce Conner,https://www.bfi.org.uk/films-tv-people/4ce2b7068fa92,1,,1.0,
Electrocuting an Elephant,1903.0,Thomas Edison,https://www.bfi.org.uk/films-tv-people/4ce2b7c697040,1,,1.0,
Heart of Glass,1976.0,Werner Herzog,https://www.bfi.org.uk/films-tv-people/4ce2b6bdd160b,1,,1.0,
Jaguar,1967.0,Jean Rouch,https://www.bfi.org.uk/films-tv-people/4ce2b7306dc6b,1,,1.0,
Valentin de las Sierras,1967.0,Bruce Baillie,https://www.bfi.org.uk/films-tv-people/4ce2b6d7b5d42,3,,3.0,
I Think They Call Him John,1964.0,John Krish,https://www.bfi.org.uk/films-tv-people/4ce2b6c5aafc4,1,1.0,,
Rain,1929.0,Joris Ivens,https://www.bfi.org.uk/films-tv-people/4ce2b6a29f46e,2,1.0,1.0,
"Shetland Experience, The",1977.0,Derek Williams,https://www.bfi.org.uk/films-tv-people/4ce2b69a70c17,1,1.0,,
Turksib,1929.0,Victor Turin,https://www.bfi.org.uk/films-tv-people/4ce2b6a21d7c1,1,1.0,,
It's Always Fair Weather,1955.0,Stanley Donen/Gene Kelly,https://www.bfi.org.uk/films-tv-people/4ce2b6ad5ff71,1,1.0,,
Nothing Sacred,1937.0,William A Wellman,https://www.bfi.org.uk/films-tv-people/4ce2b6b1b98f6,1,1.0,,
Before I Forget,2007.0,Jacques Nolot,https://www.bfi.org.uk/films-tv-people/4ce2b8c3468ff,1,,1.0,
My Little Loves,1975.0,Jean Eustache,https://www.bfi.org.uk/films-tv-people/4ce2b6b0517da,2,,2.0,
"Long Voyage Home, The",1940.0,John Ford,https://www.bfi.org.uk/films-tv-people/4ce2b73b27b13,1,1.0,,
Broadway Danny Rose,1984.0,Woody Allen,https://www.bfi.org.uk/films-tv-people/4ce2b695e80e1,1,,1.0,
Meantime,1983.0,Mike Leigh,https://www.bfi.org.uk/films-tv-people/4ce2b7426365c,1,,1.0,
Sorcerer,1977.0,William Friedkin,https://www.bfi.org.uk/films-tv-people/4ce2b6b6808f4,2,,2.0,
"Super Cops, The",1973.0,Gordon Parks,https://www.bfi.org.uk/films-tv-people/4ce2b6b75c787,1,,1.0,
Brown Bunny,2003.0,Vincent Gallo,https://www.bfi.org.uk/films-tv-people/4ce2b89550f5f,1,,1.0,
Gloria,1980.0,John Cassavetes,https://www.bfi.org.uk/films-tv-people/4ce2b71f5aefa,1,,1.0,
Julien Donkey Boy,1999.0,Harmony Korine,https://www.bfi.org.uk/films-tv-people/4ce2b8329a714,1,,1.0,
"Married Couple, A",1969.0,Allan King,https://www.bfi.org.uk/films-tv-people/4ce2b6b00cee6,1,,1.0,
"Moment of Truth, The",1965.0,Francesco Rosi,https://www.bfi.org.uk/films-tv-people/4ce2b7469b3b2,1,,1.0,
Saturday Night Fever,1977.0,John Badham,https://www.bfi.org.uk/films-tv-people/4ce2b6b514296,1,,1.0,
Taxi Zum Klo,1981.0,Frank Ripploh,https://www.bfi.org.uk/films-tv-people/4ce2b7777a2f5,1,,1.0,
"Apple, The",1997.0,Samira Makhmalbaf,https://www.bfi.org.uk/films-tv-people/4ce2b8112cdd4,2,2.0,,
Atanarjuat The Fast Runner,2000.0,Zacharias Kunuk,https://www.bfi.org.uk/films-tv-people/4ce2b865be352,1,1.0,,
"The Lord of the Rings: Fellowship of the Ring, The (Theatrical version)",2001.0,Peter Jackson,https://www.bfi.org.uk/films-tv-people/4ce2b8182e312,1,1.0,,
Daisy Kenyon,1947.0,Otto Preminger,https://www.bfi.org.uk/films-tv-people/4ce2b6a853728,1,1.0,,
Rome Rather Than You,2006.0,Tariq Teguia,https://www.bfi.org.uk/films-tv-people/4ce2b8c0ad06d,1,1.0,,
Stars in Broad Daylight,1988.0,Oussama Mohammed,https://www.bfi.org.uk/films-tv-people/4ce2b797b196a,1,1.0,,
