movie,year,director,movie_link,total_score,critic_score,director_score,french_voters_score
High and Low,1963.0,Akira Kurosawa,https://www.bfi.org.uk/films-tv-people/4ce2b6b7d56bb,7,5.0,2.0,
"Hour of the Furnaces, The",1968.0,Octavio Getino/Fernando E. Solanas,https://www.bfi.org.uk/films-tv-people/4ce2b6ac979d2,6,3.0,3.0,
Kiss Me Deadly,1955.0,Robert Aldrich,https://www.bfi.org.uk/films-tv-people/4ce2b6ae29aee,4,1.0,3.0,
Perceval,1978.0,Eric Rohmer,https://www.bfi.org.uk/films-tv-people/4ce2b6bfc543c,1,,1.0,
Tokyo Story,1953.0,Ozu Yasujirô ,https://www.bfi.org.uk/films-tv-people/4ce2b6b8908e4,155,107.0,48.0,2.0
Aliens,1986.0,James Cameron,https://www.bfi.org.uk/films-tv-people/4ce2b6ea3947f,1,1.0,,
"Brighter Summer Day, A",1991.0,Edward Yang,https://www.bfi.org.uk/films-tv-people/4ce2b7b78a3f5,25,19.0,6.0,
Dr. Strangelove,1963.0,Stanley Kubrick,https://www.bfi.org.uk/films-tv-people/4ce2b6a906793,20,14.0,6.0,1.0
"enfants du paradis, Les",1945.0,Marcel Carné,https://www.bfi.org.uk/films-tv-people/4ce2b71208b72,25,22.0,3.0,1.0
"Jetée, La",1962.0,Chris Marker,https://www.bfi.org.uk/films-tv-people/4ce2b7b9372f0,33,29.0,4.0,1.0
Nostalghia,1983.0,Andrei Tarkovsky,https://www.bfi.org.uk/films-tv-people/4ce2b74e17b2b,9,6.0,3.0,
Ashes and Diamonds,1958.0,Andrzej Wajda,https://www.bfi.org.uk/films-tv-people/4ce2b6b346033,11,6.0,5.0,
Hiroshima Mon Amour,1959.0,Alain Resnais,https://www.bfi.org.uk/films-tv-people/4ce2b6ac59a0b,17,13.0,4.0,1.0
Intolerance,1916.0,D.W. Griffith,https://www.bfi.org.uk/films-tv-people/4ce2b6bbaea80,20,17.0,3.0,
Viridiana,1961.0,Luis Buñuel,https://www.bfi.org.uk/films-tv-people/4ce2b6b9efb3b,28,15.0,13.0,
Wings of Desire,1987.0,Wim Wenders,https://www.bfi.org.uk/films-tv-people/4ce2b7965be62,10,6.0,4.0,
"argent, L'",1983.0,Robert Bresson,https://www.bfi.org.uk/films-tv-people/4ce2b6edeeb13,20,13.0,7.0,
Early Summer,1951.0,Ozu Yasujirô ,https://www.bfi.org.uk/films-tv-people/4ce2b6a47c88b,7,4.0,3.0,
Millennium Mambo,2001.0,Hsiao-hsien Hou,https://www.bfi.org.uk/films-tv-people/4ce2b865af136,3,2.0,1.0,1.0
Ordet,1955.0,Carl Theodor Dreyer,https://www.bfi.org.uk/films-tv-people/4ce2b752105a2,61,42.0,19.0,3.0
Rear Window,1954.0,Alfred Hitchcock,https://www.bfi.org.uk/films-tv-people/4ce2b6955c6ba,39,28.0,11.0,1.0
Road to Nowhere,2010.0,Monte Hellman,https://www.bfi.org.uk/films-tv-people/4ce2b8e039a96,2,2.0,,
Sunrise,1927.0,F. W. Murnau,https://www.bfi.org.uk/films-tv-people/4ce2b6b7568ee,110,93.0,17.0,6.0
Au Revoir les enfants,1987.0,Louis Malle,https://www.bfi.org.uk/films-tv-people/4ce2b6efd34c7,5,1.0,4.0,
"boucher, Le",1970.0,Claude Chabrol,https://www.bfi.org.uk/films-tv-people/4ce2b6f7e4d64,1,,1.0,
"Gold Rush, The",1925.0,Charles Chaplin,https://www.bfi.org.uk/films-tv-people/4ce2b6bbbab86,18,11.0,7.0,
Manhattan,1979.0,Woody Allen,https://www.bfi.org.uk/films-tv-people/4ce2b6be7d19a,14,8.0,6.0,
"General, The",1926.0,Buster Keaton,https://www.bfi.org.uk/films-tv-people/4ce2b6aae85f3,43,35.0,8.0,1.0
His Girl Friday,1939.0,Howard Hawks,https://www.bfi.org.uk/films-tv-people/4ce2b6ac5e051,11,10.0,1.0,
"Morte Rouge, La",2006.0,Víctor Erice,https://www.bfi.org.uk/films-tv-people/4ce2b8cbedf13,2,2.0,,
My Night with Maud,1969.0,Eric Rohmer,https://www.bfi.org.uk/films-tv-people/4ce2b6afdc8ac,10,6.0,4.0,1.0
Ten,2002.0,Abbas Kiarostami,https://www.bfi.org.uk/films-tv-people/4ce2b87f98ae5,3,3.0,,
Annie Hall,1977.0,Woody Allen,https://www.bfi.org.uk/films-tv-people/4ce2b6bc053b7,18,13.0,5.0,1.0
Hour of the Wolf,1968.0,Ingmar Bergman,https://www.bfi.org.uk/films-tv-people/4ce2b6b9ad9b2,14,3.0,11.0,
Melancholia,2011.0,Lars von Trier,https://www.bfi.org.uk/films-tv-people/4f4b8d17bedb4,12,7.0,5.0,
Uncle Boonmee Who Can Recall His Past Lives,2010.0,Apichatpong Weerasethakul,https://www.bfi.org.uk/films-tv-people/4ce2b8de13c81,13,8.0,5.0,2.0
"Wild Bunch, The",1969.0,Sam Peckinpah,https://www.bfi.org.uk/films-tv-people/4ce2b6bad3a0d,27,19.0,8.0,
Black Narcissus,1947.0,Michael Powell/Emeric Pressburger,https://www.bfi.org.uk/films-tv-people/4ce2b6a5551ac,16,11.0,5.0,
Fitzcarraldo,1981.0,Werner Herzog,https://www.bfi.org.uk/films-tv-people/4ce2b6946d914,5,2.0,3.0,
"Last Wave, The",1977.0,Peter Weir,https://www.bfi.org.uk/films-tv-people/4ce2b6be4a4c3,1,,1.0,
Last Year At Marienbad,1961.0,Alain Resnais,https://www.bfi.org.uk/films-tv-people/4ce2b6bfecaeb,23,16.0,7.0,
Lost Highway,1996.0,David Lynch,https://www.bfi.org.uk/films-tv-people/4ce2b7ed49278,7,5.0,2.0,
"Seventh Continent, The",1989.0,Michael Haneke,https://www.bfi.org.uk/films-tv-people/4ce2b79d86c35,2,1.0,1.0,
Videodrome,1983.0,David Cronenberg,https://www.bfi.org.uk/films-tv-people/4ce2b69593482,12,8.0,4.0,
"Crying Game, The",1992.0,Neil Jordan,https://www.bfi.org.uk/films-tv-people/4ce2b7b5a8ba7,1,,1.0,
"Exorcist, The",1973.0,William Friedkin,https://www.bfi.org.uk/films-tv-people/4ce2b6a9b7390,3,2.0,1.0,
"Holy Mountain, The",1973.0,Alejandro Jodorowsky,https://www.bfi.org.uk/films-tv-people/4ce2b6ac7d8e0,5,2.0,3.0,1.0
Miracle of Marcelino,1955.0,Ladislao Vajda,https://www.bfi.org.uk/films-tv-people/4ce2b6afed5a4,1,,1.0,
Punch-Drunk Love,2002.0,Paul Thomas Anderson,https://www.bfi.org.uk/films-tv-people/4ce2b87f38ad8,4,1.0,3.0,
To Kill a Mockingbird,1962.0,Robert Mulligan,https://www.bfi.org.uk/films-tv-people/4ce2b6b88f192,4,1.0,3.0,1.0
Chronicle of Anna Magdalena Bach,1968.0,Jean-Marie Straub/Danièle Huillet,https://www.bfi.org.uk/films-tv-people/4ce2b6a796154,4,4.0,,1.0
Gertrud,1964.0,Carl Theodor Dreyer,https://www.bfi.org.uk/films-tv-people/4ce2b6ab03131,41,31.0,10.0,3.0
Late Spring,1949.0,Ozu Yasujirô ,https://www.bfi.org.uk/films-tv-people/4ce2b6a498bd1,54,50.0,4.0,1.0
She Wore a Yellow Ribbon,1949.0,John Ford,https://www.bfi.org.uk/films-tv-people/4ce2b6b5b518a,2,2.0,,
Spione,1928.0,Fritz Lang,https://www.bfi.org.uk/films-tv-people/4ce2b76ef072a,4,4.0,,
"Story of the Late Chrysanthemums, The",1939.0,Mizoguchi Kenji,https://www.bfi.org.uk/films-tv-people/4ce2b6bb83f08,12,9.0,3.0,
Stromboli,1950.0,Roberto Rossellini,https://www.bfi.org.uk/films-tv-people/4ce2b6b6d8bc6,8,7.0,1.0,1.0
"Hustler, The",1961.0,Robert Rossen,https://www.bfi.org.uk/films-tv-people/4ce2b6accc127,2,,2.0,
Kes,1969.0,Ken Loach,https://www.bfi.org.uk/films-tv-people/4ce2b6adf17e2,15,7.0,8.0,
Some Like It Hot,1959.0,Billy Wilder,https://www.bfi.org.uk/films-tv-people/4ce2b76e98a5c,44,31.0,13.0,
"Devil Probably, The",1977.0,Robert Bresson,https://www.bfi.org.uk/films-tv-people/4ce2b6bce92a0,10,8.0,2.0,1.0
"Double Life of Veronique, The",1991.0,Krzysztof Kieslowski,https://www.bfi.org.uk/films-tv-people/4ce2b7ac4482a,9,7.0,2.0,
"Lady Eve, The",1941.0,Preston Sturges,https://www.bfi.org.uk/films-tv-people/4ce2b6ae66430,19,15.0,4.0,
"Shining, The",1980.0,Stanley Kubrick,https://www.bfi.org.uk/films-tv-people/4ce2b6bf360f4,19,11.0,8.0,1.0
"Steamboat Bill, Jr.",1928.0,Buster Keaton,https://www.bfi.org.uk/films-tv-people/4ce2b6b73f34a,5,3.0,2.0,
Twin Peaks: Fire Walk With Me,1992.0,David Lynch,https://www.bfi.org.uk/films-tv-people/4ce2b7ba4a007,3,2.0,1.0,1.0
Blood of the Beasts,1948.0,Georges Franju,https://www.bfi.org.uk/films-tv-people/4ce2b6b507d7c,4,3.0,1.0,
By the Bluest of Seas,1935.0,Boris Barnet/S. Mardanin,https://www.bfi.org.uk/films-tv-people/4ce2b6b9946ea,7,7.0,,2.0
"chien andalou, Un",1928.0,Luis Buñuel,https://www.bfi.org.uk/films-tv-people/4ce2b6ffc05d8,24,17.0,7.0,1.0
"hautes solitudes, Les",1974.0,Philippe Garrel,https://www.bfi.org.uk/films-tv-people/4ce2b724190c3,1,1.0,,
Inland Empire,2006.0,David Lynch,https://www.bfi.org.uk/films-tv-people/4ce2b8bf0cf11,7,6.0,1.0,
Meshes of the Afternoon,1943.0,Maya Deren/Alexander Hammid,https://www.bfi.org.uk/films-tv-people/4ce2b6b0511e9,17,16.0,1.0,
Sans Soleil,1982.0,Chris Marker,https://www.bfi.org.uk/films-tv-people/4ce2b7663dc08,30,23.0,7.0,
Scénario du film' Passion' ,1983.0,Jean-Luc Godard,https://www.bfi.org.uk/films-tv-people/4ce2b766ef5ce,1,1.0,,
"Tempestaire, Le",1947.0,Jean Epstein,https://www.bfi.org.uk/films-tv-people/4ce2b693a1a98,1,1.0,,
"Winnipeg, My",2007.0,Guy Maddin,https://www.bfi.org.uk/films-tv-people/4ce2b8c553641,1,1.0,,
Amor de Perdição,1978.0,Manoel de Oliveira,https://www.bfi.org.uk/films-tv-people/4ce2b6eba950f,3,2.0,1.0,
Pierrot le Fou,1965.0,Jean-Luc Godard,https://www.bfi.org.uk/films-tv-people/4ce2b6b310bc0,38,31.0,7.0,1.0
Rio Bravo,1958.0,Howard Hawks,https://www.bfi.org.uk/films-tv-people/4ce2b6b461386,29,24.0,5.0,1.0
Shock Corridor,1963.0,Samuel Fuller,https://www.bfi.org.uk/films-tv-people/4ce2b6b5bfaab,4,2.0,2.0,
"Testament of Dr Mabuse, The",1933.0,Fritz Lang,https://www.bfi.org.uk/films-tv-people/4ce2b6b7e42fe,8,7.0,1.0,2.0
Touch of Evil,1958.0,Orson Welles,https://www.bfi.org.uk/films-tv-people/4ce2b6b8bc241,41,26.0,15.0,
Where is My Friend's House?,1989.0,Abbas Kiarostami,https://www.bfi.org.uk/films-tv-people/4ce2b79e28ef5,10,7.0,3.0,2.0
"Femme Douce, Une",1969.0,Robert Bresson,https://www.bfi.org.uk/films-tv-people/4ce2b6aa01fc8,3,2.0,1.0,1.0
"Inmigrant, The",1917.0,Charles Chaplin,https://www.bfi.org.uk/films-tv-people/4ce2b6bbbc04e,1,1.0,,
Land Without Bread,1933.0,Luis Buñuel,https://www.bfi.org.uk/films-tv-people/4ce2b6a2a2062,5,5.0,,
Limite,1931.0,Mario Peixoto,https://www.bfi.org.uk/films-tv-people/4ce2b73921037,1,1.0,,
Mission Impossible,1996.0,Brian De Palma,https://www.bfi.org.uk/films-tv-people/4ce2b7dc40838,1,1.0,,
Past and Present,1971.0,Manoel de Oliveira,https://www.bfi.org.uk/films-tv-people/4ce2b754c1185,1,1.0,,
Pilgrimage,1933.0,John Ford,https://www.bfi.org.uk/films-tv-people/4ce2b6b314674,1,1.0,,
Battleship Potemkin,1925.0,Sergei M Eisenstein,https://www.bfi.org.uk/films-tv-people/4ce2b6a68bd9d,71,63.0,8.0,
"Blue Angel, The",1930.0,Josef von Sternberg,https://www.bfi.org.uk/films-tv-people/4ce2b6a5660d4,1,1.0,,
Cabaret,1972.0,Bob Fosse,https://www.bfi.org.uk/films-tv-people/4ce2b6a6d26d5,4,3.0,1.0,
"Killer, The",1989.0,John Woo,https://www.bfi.org.uk/films-tv-people/4ce2b79d4d9b9,2,2.0,,
"Chronicle of a Disappearance, A",1996.0,Elia Suleiman,https://www.bfi.org.uk/films-tv-people/4ce2b7faceb14,3,3.0,,
Days of Heaven,1978.0,Terrence Malick,https://www.bfi.org.uk/films-tv-people/4ce2b6bcd514a,19,14.0,5.0,1.0
"Petites guerres, Les",1982.0,Maroun Baghdadi,https://www.bfi.org.uk/films-tv-people/4ce2b72936c2b,1,1.0,,
Walkabout,1970.0,Nicolas Roeg,https://www.bfi.org.uk/films-tv-people/4ce2b6ba2864d,8,4.0,4.0,
"Age of the Earth, The",1980.0,Glauber Rocha,https://www.bfi.org.uk/films-tv-people/4ce2b72b5311e,3,1.0,2.0,
"Birth of a Nation, The",1915.0,D.W. Griffith,https://www.bfi.org.uk/films-tv-people/4ce2b6bba9934,5,5.0,,1.0
October,1928.0,Sergei M Eisenstein,https://www.bfi.org.uk/films-tv-people/4ce2b6b1ed5b4,8,6.0,2.0,
Paisà,1946.0,Roberto Rossellini,https://www.bfi.org.uk/films-tv-people/4ce2b753f20d7,11,8.0,3.0,
"Quince Tree Sun, The",1992.0,Víctor Erice,https://www.bfi.org.uk/films-tv-people/4ce2b7bce9af1,8,6.0,2.0,
"sortie des usines Lumière, La",1895.0,Louis Lumière,https://www.bfi.org.uk/films-tv-people/4ce2b7f671637,2,2.0,,
Days of Being Wild,1990.0,Wong Kar Wai,https://www.bfi.org.uk/films-tv-people/4ce2b7b4c238b,7,6.0,1.0,
George Washington,2000.0,David Gordon Green,https://www.bfi.org.uk/films-tv-people/4ce2b82e65e82,1,,1.0,
Last Tango in Paris,1972.0,Bernardo Bertolucci,https://www.bfi.org.uk/films-tv-people/4ce2b6b954dfc,2,1.0,1.0,
"One and a Two, A",1999.0,Edward Yang,https://www.bfi.org.uk/films-tv-people/4ce2b847b975d,20,17.0,3.0,
Syndromes and a Century,2006.0,Apichatpong Weerasethakul,https://www.bfi.org.uk/films-tv-people/4ce2b8b9be14b,5,3.0,2.0,
"Gospel According to St Matthew, The",1964.0,Pier Paolo Pasolini,https://www.bfi.org.uk/films-tv-people/4ce2b78292f14,21,7.0,14.0,2.0
Ludwig,1972.0,Luchino Visconti,https://www.bfi.org.uk/films-tv-people/4ce2b73ce492b,3,2.0,1.0,2.0
Napoleon,1927.0,Abel Gance,https://www.bfi.org.uk/films-tv-people/4ce2b6b13ea6d,16,12.0,4.0,2.0
Van Gogh,1991.0,Maurice Pialat,https://www.bfi.org.uk/films-tv-people/4ce2b7a4d596c,1,,1.0,1.0
"Avventura, L'",1960.0,Michelangelo Antonioni,https://www.bfi.org.uk/films-tv-people/4ce2b6a6e45a7,57,43.0,14.0,
Pather Panchali,1955.0,Satyajit Ray,https://www.bfi.org.uk/films-tv-people/4ce2b6b2b59cc,43,32.0,11.0,
"Swimmer, The",1968.0,Frank Perry,https://www.bfi.org.uk/films-tv-people/4ce2b6b776f40,3,2.0,1.0,1.0
City of God,2002.0,Fernando Meirelles,https://www.bfi.org.uk/films-tv-people/4ce2b87f37051,3,1.0,2.0,
Farewell My Concubine,1993.0,Chen Kaige,https://www.bfi.org.uk/films-tv-people/4ce2b7c595cb0,4,3.0,1.0,
Moulin Rouge,2001.0,Baz Luhrmann,https://www.bfi.org.uk/films-tv-people/4ce2b83847d22,2,,2.0,
Salaam Bombay!,1988.0,Mira Nair,https://www.bfi.org.uk/films-tv-people/4ce2b798d6103,2,,2.0,
Satyricon,1969.0,Federico Fellini,https://www.bfi.org.uk/films-tv-people/4ce2b6a9f365e,5,2.0,3.0,
Secrets and Lies,1996.0,Mike Leigh,https://www.bfi.org.uk/films-tv-people/4ce2b7e680583,4,2.0,2.0,
Volver,2005.0,Pedro Almodóvar,https://www.bfi.org.uk/films-tv-people/4ce2b8af4478d,2,1.0,1.0,
Sherlock Jr,1924.0,Buster Keaton,https://www.bfi.org.uk/films-tv-people/4ce2b6b5b13f5,26,25.0,1.0,
Barren Lives,1963.0,Nelson Pereira dos Santos,https://www.bfi.org.uk/films-tv-people/4ce2b783a5e56,4,1.0,3.0,
Oedipux Rex,1967.0,Pier Paolo Pasolini,https://www.bfi.org.uk/films-tv-people/4ce2b6a964824,3,1.0,2.0,
"Passenger, The",1974.0,Michelangelo Antonioni,https://www.bfi.org.uk/films-tv-people/4ce2b6b392e27,17,15.0,2.0,
"Travelling Players, The",1975.0,Theodoros Angelopoulos,https://www.bfi.org.uk/films-tv-people/4ce2b6b81dc84,21,16.0,5.0,
Twenty Years Later,1984.0,Eduardo Coutinho,https://www.bfi.org.uk/films-tv-people/4ce2b84b9bd78,3,1.0,2.0,
Crimes and Misdemeanors,1989.0,Woody Allen,https://www.bfi.org.uk/films-tv-people/4ce2b79fd264c,10,4.0,6.0,
Make Way for Tomorrow,1937.0,Leo McCarey,https://www.bfi.org.uk/films-tv-people/4ce2b6af9d98d,7,5.0,2.0,1.0
Daisies,1966.0,Vera Chytilová,https://www.bfi.org.uk/films-tv-people/4ce2b768df342,8,8.0,,
"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles",1975.0,Chantal Akerman,https://www.bfi.org.uk/films-tv-people/4ce2b73116007,40,34.0,6.0,
Laura,1944.0,Otto Preminger,https://www.bfi.org.uk/films-tv-people/4ce2b737eb50b,2,2.0,,
"Woman Under the Influence, A",1974.0,John Cassavetes,https://www.bfi.org.uk/films-tv-people/4ce2b6bb2414d,22,12.0,10.0,
Angèle,1934.0,Marcel Pagnol,https://www.bfi.org.uk/films-tv-people/4ce2b6ec52525,1,1.0,,
"Canterbury Tale, A",1944.0,Michael Powell/Emeric Pressburger,https://www.bfi.org.uk/films-tv-people/4ce2b6a712b88,15,14.0,1.0,
Distant Drums,1951.0,Raoul Walsh,https://www.bfi.org.uk/films-tv-people/4ce2b6a8e5c06,1,1.0,,
Iris and the Lieutenant,1946.0,Alf Sjöberg,https://www.bfi.org.uk/films-tv-people/4ce2b6ad44a32,1,1.0,,
Ivan the Terrible,1945.0,Sergei M Eisenstein,https://www.bfi.org.uk/films-tv-people/4ce2b6ad684f4,18,16.0,2.0,
Nazarín,1958.0,Luis Buñuel,https://www.bfi.org.uk/films-tv-people/4ce2b6b150b4a,4,1.0,3.0,
Only Angels Have Wings,1939.0,Howard Hawks,https://www.bfi.org.uk/films-tv-people/4ce2b6b22e4cd,12,11.0,1.0,1.0
Party Girl,1958.0,Nicholas Ray,https://www.bfi.org.uk/films-tv-people/4ce2b6b2a729e,2,2.0,,1.0
"Wedding March, The",1928.0,Erich von Stroheim,https://www.bfi.org.uk/films-tv-people/4ce2b786ca7aa,4,4.0,,2.0
Conversation Piece,1974.0,Luchino Visconti,https://www.bfi.org.uk/films-tv-people/4ce2b6ab9ac8e,2,2.0,,
Fanny and Alexander,1984.0,Ingmar Bergman,https://www.bfi.org.uk/films-tv-people/4ce2b69415af8,43,19.0,24.0,2.0
Gone with the Wind,1939.0,Victor Fleming,https://www.bfi.org.uk/films-tv-people/4ce2b6ab5808b,9,7.0,2.0,
"History of Violence, A",2005.0,David Cronenberg,https://www.bfi.org.uk/films-tv-people/4ce2b8b04e56b,2,2.0,,
Touki Bouki,1973.0,Djibril Diop Mambéty,https://www.bfi.org.uk/films-tv-people/4ce2b77b4418a,22,17.0,5.0,
Gold Diggers of 1933,1933.0,Mervyn LeRoy,https://www.bfi.org.uk/films-tv-people/4ce2b6ab4ba7f,2,2.0,,
"Long Day Closes, The",1992.0,Terence Davies,https://www.bfi.org.uk/films-tv-people/4ce2b7b32a570,3,3.0,,
"Matter of Life and Death, A",1946.0,Michael Powell/Emeric Pressburger,https://www.bfi.org.uk/films-tv-people/4ce2b6b0210f1,20,18.0,2.0,
"Grapes of Wrath, The",1940.0,John Ford,https://www.bfi.org.uk/films-tv-people/4ce2b721151ac,13,9.0,4.0,
Three Monkeys,2008.0,Nuri Bilge Ceylan,https://www.bfi.org.uk/films-tv-people/4ce2b8cab4354,1,1.0,,
Tilai,1990.0,Idrissa Ouedraogo,https://www.bfi.org.uk/films-tv-people/4ce2b7a6a839e,1,1.0,,
2046,2004.0,Wong Kar Wai,https://www.bfi.org.uk/films-tv-people/4ce2b829e01cd,4,3.0,1.0,
"Arrive d'un train en gare, L'",1906.0,Auguste Lumière/Louis Lumière,https://www.bfi.org.uk/films-tv-people/4ce2b70cdbf8c,1,1.0,,
"Conversation, The",1974.0,Francis Ford Coppola,https://www.bfi.org.uk/films-tv-people/4ce2b6a7ea9b8,12,9.0,3.0,
Intimate Lighting,1965.0,Ivan Passer,https://www.bfi.org.uk/films-tv-people/4ce2b6ad3511b,2,2.0,,
"Last Laugh, The",1924.0,F. W. Murnau,https://www.bfi.org.uk/films-tv-people/4ce2b7916e67e,17,13.0,4.0,1.0
"Rink, The",1916.0,Charles Chaplin,https://www.bfi.org.uk/films-tv-people/4ce2b6bbc1269,1,1.0,,
Dracula,1958.0,Terence Fisher,https://www.bfi.org.uk/films-tv-people/4ce2b6a9308a8,2,1.0,1.0,
Fantasia,1940.0,Joe Grant/Dick Huerner,https://www.bfi.org.uk/films-tv-people/4ce2b715a3953,3,2.0,1.0,
Henry V,1944.0,Laurence Olivier,https://www.bfi.org.uk/films-tv-people/4ce2b6ac21cdf,1,1.0,,
Jason and the Argonauts,1963.0,Don Chaffey,https://www.bfi.org.uk/films-tv-people/4ce2b6ad81e00,1,1.0,,
King Kong,1933.0,Merian C. Cooper/Ernest B. Schoedsack,https://www.bfi.org.uk/films-tv-people/4ce2b6ae1daad,12,10.0,2.0,1.0
My Neighbour Totoro,1988.0,Miyazaki Hayao,https://www.bfi.org.uk/films-tv-people/4ce2b7c847246,14,11.0,3.0,
"Wicker Man, The",1973.0,Robin Hardy,https://www.bfi.org.uk/films-tv-people/4ce2b6bac941d,1,1.0,,
"grande bouffe, La",1973.0,Marco Ferreri,https://www.bfi.org.uk/films-tv-people/4ce2b720c8750,1,1.0,,
Magnolia,1999.0,Paul Thomas Anderson,https://www.bfi.org.uk/films-tv-people/4ce2b81fe24cb,8,5.0,3.0,
Star Wars,1977.0,George Lucas,https://www.bfi.org.uk/films-tv-people/4ce2b6b738e6d,13,10.0,3.0,
Easy Rider,1969.0,Peter Fonda/Dennis Hopper,https://www.bfi.org.uk/films-tv-people/4ce2b6a95e369,4,3.0,1.0,
Journey to Italy,1954.0,Roberto Rossellini,https://www.bfi.org.uk/films-tv-people/4ce2b6b9d14d8,41,32.0,9.0,1.0
"Last Bolshevik, The",1993.0,Chris Marker,https://www.bfi.org.uk/films-tv-people/4ce2b7cb68c05,6,4.0,2.0,
"World of Apu, The",1958.0,Satyajit Ray,https://www.bfi.org.uk/films-tv-people/4ce2b6c01bcfe,8,7.0,1.0,1.0
Code Unknown,2000.0,Michael Haneke,https://www.bfi.org.uk/films-tv-people/4ce2b83279e3f,6,2.0,4.0,
Fear Eats the Soul,1974.0,Rainer Werner Fassbinder,https://www.bfi.org.uk/films-tv-people/4ce2b6bfdd960,25,17.0,8.0,
Hunger,2008.0,Steve McQueen,https://www.bfi.org.uk/films-tv-people/4ce2b8cb1e8d5,3,1.0,2.0,
"Innocents, The",1961.0,Jack Clayton,https://www.bfi.org.uk/films-tv-people/4ce2b6ad1d60d,6,3.0,3.0,
Performance,1970.0,Donald Cammell/Nicolas Roeg,https://www.bfi.org.uk/films-tv-people/4ce2b6b2d8659,19,15.0,4.0,
This Our Still Life,2011.0,Andrew Kötting,https://www.bfi.org.uk/films-tv-people/4f4bb331ed596,1,,1.0,
Under the Skin,1997.0,Carine Adler,https://www.bfi.org.uk/films-tv-people/4ce2b7f2ccb1b,2,,2.0,
White Material,2009.0,Claire Denis,https://www.bfi.org.uk/films-tv-people/4ce2b8d817b4e,4,2.0,2.0,
"Circus, The",1928.0,Charles Chaplin,https://www.bfi.org.uk/films-tv-people/4ce2b6bbb8b86,3,2.0,1.0,
"Lady Vanishes, The",1938.0,Alfred Hitchcock,https://www.bfi.org.uk/films-tv-people/4ce2b6ae74c0a,2,2.0,,
Ingeborg Holm,1913.0,Victor Sjöström,https://www.bfi.org.uk/films-tv-people/4ce2b6ad18001,1,1.0,,
Random Harvest,1942.0,Mervyn LeRoy,https://www.bfi.org.uk/films-tv-people/4ce2b6b3e64d3,3,3.0,,
Burnt By The Sun,1994.0,Nikita Mikhalkov,https://www.bfi.org.uk/films-tv-people/4ce2b7d555170,1,,1.0,
"Cremator, The",1968.0,Juraj Herz,https://www.bfi.org.uk/films-tv-people/4ce2b7708c942,1,,1.0,
Darkness Light Darkness,1989.0,Jan Svankmajer,https://www.bfi.org.uk/films-tv-people/4ce2b7a5de488,1,,1.0,
Father and Daughter,2000.0,Michael Dudock,https://www.bfi.org.uk/films-tv-people/4ce2b855a4f63,1,,1.0,
"Hand, The",1965.0,Jiri Trnka,https://www.bfi.org.uk/films-tv-people/4ce2b6b4bfe42,1,,1.0,
Night On Earth,1991.0,Jim Jarmusch,https://www.bfi.org.uk/films-tv-people/4ce2b7b91366f,2,1.0,1.0,
One Flew Over the Cuckoo's Nest,1975.0,Milos Forman,https://www.bfi.org.uk/films-tv-people/4ce2b6b218cee,15,4.0,11.0,
Brief Encounter,1945.0,David Lean,https://www.bfi.org.uk/films-tv-people/4ce2b6a66b375,14,11.0,3.0,
Exotica,1994.0,Atom Egoyan,https://www.bfi.org.uk/films-tv-people/4ce2b7d7a093e,3,3.0,,
"Four Horsemen of the Apocalypse, The",1920.0,Rex Ingram,https://www.bfi.org.uk/films-tv-people/4ce2b6aa89774,1,1.0,,
Pepe Le Moko,1937.0,Julien Duviver,https://www.bfi.org.uk/films-tv-people/4ce2b6b2d1c76,1,1.0,,
"Red Shoes, The",1948.0,Michael Powell/Emeric Pressburger,https://www.bfi.org.uk/films-tv-people/4ce2b6b416bde,16,14.0,2.0,
Black Girl,1965.0,Ousmane Sembene,https://www.bfi.org.uk/films-tv-people/4ce2b6b1a3be1,7,5.0,2.0,
"Grin Without a Cat, A",1977.0,Chris Marker,https://www.bfi.org.uk/films-tv-people/4ce2b719a7e4a,4,3.0,1.0,1.0
"I Was Born, But…",1932.0,Ozu Yasujirô ,https://www.bfi.org.uk/films-tv-people/4ce2b6b956eeb,10,9.0,1.0,1.0
In a Lonely Place,1950.0,Nicholas Ray,https://www.bfi.org.uk/films-tv-people/4ce2b6ad0c120,12,11.0,1.0,
"Corner in the Wheat, A",1909.0,D.W. Griffith,https://www.bfi.org.uk/films-tv-people/4ce2b6bbaa201,1,1.0,,
Earth,1930.0,Aleksandr Dovzhenko,https://www.bfi.org.uk/films-tv-people/4ce2b6bb8e7a6,12,10.0,2.0,
"Easy Life, The",1962.0,Dino Risi,https://www.bfi.org.uk/films-tv-people/4ce2b6b682671,1,1.0,,
"Fine Day, A",2001.0,Thomas Arslan,https://www.bfi.org.uk/films-tv-people/4ce2b864779ca,1,1.0,,
Forest of Bliss,1986.0,Robert Gardner,https://www.bfi.org.uk/films-tv-people/4ce2b71a239ce,2,1.0,1.0,
Mass for the Dakota Sioux,1964.0,Bruce Baillie,https://www.bfi.org.uk/films-tv-people/4ce2b6d7ac82d,2,2.0,,
"Seasons of the Year, The",1975.0,Artavazd Pelechian,https://www.bfi.org.uk/films-tv-people/4ce2b7773fd96,5,5.0,,
Wagon Master,1950.0,John Ford,https://www.bfi.org.uk/films-tv-people/4ce2b6ba21ec0,7,6.0,1.0,
