voter,voter_profession,voter_country,movie_id
Noël Burch,critic,France / US,id_638
Janez Burger,Director,Slovenia,id_639
Janez Burger,Director,Slovenia,id_538
Janez Burger,Director,Slovenia,id_53
Janez Burger,Director,Slovenia,id_548
Janez Burger,Director,Slovenia,id_546
Janez Burger,Director,Slovenia,id_495
Janez Burger,Director,Slovenia,id_324
Janez Burger,Director,Slovenia,id_17
Janez Burger,Director,Slovenia,id_209
Janez Burger,Director,Slovenia,id_640
Charles Burnett,Director,US,id_106
Charles Burnett,Director,US,id_24
Charles Burnett,Director,US,id_641
Charles Burnett,Director,US,id_642
Charles Burnett,Director,US,id_209
Charles Burnett,Director,US,id_47
Charles Burnett,Director,US,id_643
Charles Burnett,Director,US,id_644
Charles Burnett,Director,US,id_645
Charles Burnett,Director,US,id_646
Giulio Bursi,programmer,Italy,id_647
Giulio Bursi,programmer,Italy,id_648
Giulio Bursi,programmer,Italy,id_649
Giulio Bursi,programmer,Italy,id_650
Giulio Bursi,programmer,Italy,id_651
Giulio Bursi,programmer,Italy,id_652
Giulio Bursi,programmer,Italy,id_653
Giulio Bursi,programmer,Italy,id_654
Giulio Bursi,programmer,Italy,id_115
Giulio Bursi,programmer,Italy,id_655
Edward Buscombe,critic,UK,id_328
Edward Buscombe,critic,UK,id_63
Edward Buscombe,critic,UK,id_57
Edward Buscombe,critic,UK,id_120
Edward Buscombe,critic,UK,id_292
Edward Buscombe,critic,UK,id_556
Edward Buscombe,critic,UK,id_568
Edward Buscombe,critic,UK,id_217
Edward Buscombe,critic,UK,id_457
Edward Buscombe,critic,UK,id_249
Paul Bush,Director,UK,id_31
Paul Bush,Director,UK,id_192
Paul Bush,Director,UK,id_131
Paul Bush,Director,UK,id_437
Paul Bush,Director,UK,id_17
Paul Bush,Director,UK,id_168
Paul Bush,Director,UK,id_556
Paul Bush,Director,UK,id_656
Paul Bush,Director,UK,id_217
Paul Bush,Director,UK,id_146
Emilio Bustamante,academic,Peru,id_472
Emilio Bustamante,academic,Peru,id_282
Emilio Bustamante,academic,Peru,id_657
Emilio Bustamante,academic,Peru,id_518
Emilio Bustamante,academic,Peru,id_238
Emilio Bustamante,academic,Peru,id_367
Emilio Bustamante,academic,Peru,id_265
Emilio Bustamante,academic,Peru,id_354
Emilio Bustamante,academic,Peru,id_232
Emilio Bustamante,academic,Peru,id_217
Pedro Butcher,critic,Brazil,id_40
Pedro Butcher,critic,Brazil,id_658
Pedro Butcher,critic,Brazil,id_555
Pedro Butcher,critic,Brazil,id_417
Pedro Butcher,critic,Brazil,id_374
Pedro Butcher,critic,Brazil,id_456
Pedro Butcher,critic,Brazil,id_659
Pedro Butcher,critic,Brazil,id_660
Pedro Butcher,critic,Brazil,id_146
Pedro Butcher,critic,Brazil,id_349
Dave Calhoun,critic,UK,id_173
Dave Calhoun,critic,UK,id_13
Dave Calhoun,critic,UK,id_131
Dave Calhoun,critic,UK,id_29
Dave Calhoun,critic,UK,id_661
Dave Calhoun,critic,UK,id_232
Dave Calhoun,critic,UK,id_662
Dave Calhoun,critic,UK,id_470
Dave Calhoun,critic,UK,id_663
Dave Calhoun,critic,UK,id_557
Dan Callahan,critic,US,id_472
Dan Callahan,critic,US,id_664
Dan Callahan,critic,US,id_665
Dan Callahan,critic,US,id_264
Dan Callahan,critic,US,id_666
Dan Callahan,critic,US,id_468
Dan Callahan,critic,US,id_453
Dan Callahan,critic,US,id_121
Dan Callahan,critic,US,id_235
Dan Callahan,critic,US,id_146
Alejandro G. Calvo,critic,Spain,id_608
Alejandro G. Calvo,critic,Spain,id_475
Alejandro G. Calvo,critic,Spain,id_221
Alejandro G. Calvo,critic,Spain,id_201
Alejandro G. Calvo,critic,Spain,id_253
Alejandro G. Calvo,critic,Spain,id_667
Alejandro G. Calvo,critic,Spain,id_668
Alejandro G. Calvo,critic,Spain,id_669
Alejandro G. Calvo,critic,Spain,id_670
Alejandro G. Calvo,critic,Spain,id_457
Alfonso Camacho Cordón,critic,Spain,id_434
Alfonso Camacho Cordón,critic,Spain,id_608
Alfonso Camacho Cordón,critic,Spain,id_671
Alfonso Camacho Cordón,critic,Spain,id_672
Alfonso Camacho Cordón,critic,Spain,id_673
Alfonso Camacho Cordón,critic,Spain,id_674
Alfonso Camacho Cordón,critic,Spain,id_675
Alfonso Camacho Cordón,critic,Spain,id_676
Alfonso Camacho Cordón,critic,Spain,id_677
Alfonso Camacho Cordón,critic,Spain,id_678
Juan Campanella,Director,Argentina,id_679
Juan Campanella,Director,Argentina,id_160
Juan Campanella,Director,Argentina,id_680
Juan Campanella,Director,Argentina,id_490
Juan Campanella,Director,Argentina,id_681
Juan Campanella,Director,Argentina,id_682
Juan Campanella,Director,Argentina,id_683
Juan Campanella,Director,Argentina,id_493
Juan Campanella,Director,Argentina,id_568
Juan Campanella,Director,Argentina,id_684
Fred Camper,critic; www.fredcamper.com,US,id_510
Fred Camper,critic; www.fredcamper.com,US,id_229
Fred Camper,critic; www.fredcamper.com,US,id_685
Fred Camper,critic; www.fredcamper.com,US,id_686
Fred Camper,critic; www.fredcamper.com,US,id_687
Fred Camper,critic; www.fredcamper.com,US,id_688
Fred Camper,critic; www.fredcamper.com,US,id_689
Fred Camper,critic; www.fredcamper.com,US,id_690
Fred Camper,critic; www.fredcamper.com,US,id_691
Fred Camper,critic; www.fredcamper.com,US,id_692
Henk Camping,programmer,Netherlands,id_192
Henk Camping,programmer,Netherlands,id_221
Henk Camping,programmer,Netherlands,id_563
Henk Camping,programmer,Netherlands,id_693
Henk Camping,programmer,Netherlands,id_27
Henk Camping,programmer,Netherlands,id_694
Henk Camping,programmer,Netherlands,id_223
Henk Camping,programmer,Netherlands,id_695
Henk Camping,programmer,Netherlands,id_126
Henk Camping,programmer,Netherlands,id_342
Antonio Campos,Director,US,id_158
Antonio Campos,Director,US,id_10
Antonio Campos,Director,US,id_73
Antonio Campos,Director,US,id_390
Antonio Campos,Director,US,id_555
Antonio Campos,Director,US,id_696
Antonio Campos,Director,US,id_201
Antonio Campos,Director,US,id_697
Antonio Campos,Director,US,id_698
Antonio Campos,Director,US,id_209
José María Caparrós-Lera,academic,Spain,id_305
José María Caparrós-Lera,academic,Spain,id_106
José María Caparrós-Lera,academic,Spain,id_490
José María Caparrós-Lera,academic,Spain,id_63
José María Caparrós-Lera,academic,Spain,id_367
José María Caparrós-Lera,academic,Spain,id_618
José María Caparrós-Lera,academic,Spain,id_184
José María Caparrós-Lera,academic,Spain,id_162
José María Caparrós-Lera,academic,Spain,id_135
José María Caparrós-Lera,academic,Spain,id_146
Rolando Caputo,academic,Australia,id_699
Rolando Caputo,academic,Australia,id_328
Rolando Caputo,academic,Australia,id_265
Rolando Caputo,academic,Australia,id_700
Rolando Caputo,academic,Australia,id_701
Rolando Caputo,academic,Australia,id_453
Rolando Caputo,academic,Australia,id_702
Rolando Caputo,academic,Australia,id_217
Rolando Caputo,academic,Australia,id_128
Rolando Caputo,academic,Australia,id_146
Nae Caranfil,Director,Romania,id_679
Nae Caranfil,Director,Romania,id_160
Nae Caranfil,Director,Romania,id_224
Nae Caranfil,Director,Romania,id_63
Nae Caranfil,Director,Romania,id_116
Nae Caranfil,Director,Romania,id_201
Nae Caranfil,Director,Romania,id_408
Nae Caranfil,Director,Romania,id_203
Nae Caranfil,Director,Romania,id_120
Nae Caranfil,Director,Romania,id_273
Martin Tudor Caranfil,critic,Romania,id_159
Martin Tudor Caranfil,critic,Romania,id_703
Martin Tudor Caranfil,critic,Romania,id_63
Martin Tudor Caranfil,critic,Romania,id_704
Martin Tudor Caranfil,critic,Romania,id_367
Martin Tudor Caranfil,critic,Romania,id_225
Martin Tudor Caranfil,critic,Romania,id_247
Martin Tudor Caranfil,critic,Romania,id_568
Martin Tudor Caranfil,critic,Romania,id_9
Martin Tudor Caranfil,critic,Romania,id_705
Edwin Carels,programmer,Netherlands,id_41
Edwin Carels,programmer,Netherlands,id_706
Edwin Carels,programmer,Netherlands,id_155
Edwin Carels,programmer,Netherlands,id_265
Edwin Carels,programmer,Netherlands,id_27
Edwin Carels,programmer,Netherlands,id_17
Edwin Carels,programmer,Netherlands,id_209
Edwin Carels,programmer,Netherlands,id_286
Edwin Carels,programmer,Netherlands,id_594
Edwin Carels,programmer,Netherlands,id_707
Michelle Carey,programmer,Australia,id_708
Michelle Carey,programmer,Australia,id_181
Michelle Carey,programmer,Australia,id_81
Michelle Carey,programmer,Australia,id_183
Michelle Carey,programmer,Australia,id_265
Michelle Carey,programmer,Australia,id_418
Michelle Carey,programmer,Australia,id_322
Michelle Carey,programmer,Australia,id_286
Michelle Carey,programmer,Australia,id_235
Michelle Carey,programmer,Australia,id_217
Ray Carney,academic,US,id_495
Ray Carney,academic,US,id_709
Ray Carney,academic,US,id_32
Ray Carney,academic,US,id_710
Ray Carney,academic,US,id_711
Ray Carney,academic,US,id_712
Ray Carney,academic,US,id_713
Ray Carney,academic,US,id_714
Ray Carney,academic,US,id_715
Ray Carney,academic,US,id_716
Niki Caro,Director,New Zealand/US,id_717
Niki Caro,Director,New Zealand/US,id_310
Niki Caro,Director,New Zealand/US,id_193
Niki Caro,Director,New Zealand/US,id_718
Niki Caro,Director,New Zealand/US,id_719
Niki Caro,Director,New Zealand/US,id_720
Niki Caro,Director,New Zealand/US,id_721
Niki Caro,Director,New Zealand/US,id_722
Niki Caro,Director,New Zealand/US,id_723
Niki Caro,Director,New Zealand/US,id_724
Noel Carroll,academic,US,id_30
Noel Carroll,academic,US,id_305
Noel Carroll,academic,US,id_63
Noel Carroll,academic,US,id_240
Noel Carroll,academic,US,id_437
Noel Carroll,academic,US,id_27
Noel Carroll,academic,US,id_120
Noel Carroll,academic,US,id_725
Noel Carroll,academic,US,id_217
Noel Carroll,academic,US,id_146
Robert Cashill,critic,US,id_726
Robert Cashill,critic,US,id_727
Robert Cashill,critic,US,id_538
Robert Cashill,critic,US,id_728
Robert Cashill,critic,US,id_436
Robert Cashill,critic,US,id_380
Robert Cashill,critic,US,id_453
Robert Cashill,critic,US,id_15
Robert Cashill,critic,US,id_661
Robert Cashill,critic,US,id_178
Michael Caton Jones,Director,UK,id_63
Michael Caton Jones,Director,UK,id_201
Michael Caton Jones,Director,UK,id_161
Michael Caton Jones,Director,UK,id_367
Michael Caton Jones,Director,UK,id_436
Michael Caton Jones,Director,UK,id_571
Michael Caton Jones,Director,UK,id_117
Michael Caton Jones,Director,UK,id_162
Michael Caton Jones,Director,UK,id_47
Michael Caton Jones,Director,UK,id_134
Massimo Causo,programmer,Italy,id_30
Massimo Causo,programmer,Italy,id_31
Massimo Causo,programmer,Italy,id_51
Massimo Causo,programmer,Italy,id_63
Massimo Causo,programmer,Italy,id_729
Massimo Causo,programmer,Italy,id_130
Massimo Causo,programmer,Italy,id_387
Massimo Causo,programmer,Italy,id_231
Massimo Causo,programmer,Italy,id_730
Massimo Causo,programmer,Italy,id_556
Dylan Cave,archivist,UK,id_147
Dylan Cave,archivist,UK,id_731
Dylan Cave,archivist,UK,id_52
Dylan Cave,archivist,UK,id_588
Dylan Cave,archivist,UK,id_27
Dylan Cave,archivist,UK,id_169
Dylan Cave,archivist,UK,id_47
Dylan Cave,archivist,UK,id_568
Dylan Cave,archivist,UK,id_146
Dylan Cave,archivist,UK,id_9
Joseph Cedar,Director,US,id_526
Joseph Cedar,Director,US,id_344
Joseph Cedar,Director,US,id_732
Joseph Cedar,Director,US,id_733
Joseph Cedar,Director,US,id_162
Joseph Cedar,Director,US,id_233
Joseph Cedar,Director,US,id_734
Joseph Cedar,Director,US,id_735
Joseph Cedar,Director,US,id_235
Joseph Cedar,Director,US,id_246
Nuri Bilge Ceylan,Director,Turkey,id_21
Nuri Bilge Ceylan,Director,Turkey,id_472
Nuri Bilge Ceylan,Director,Turkey,id_328
Nuri Bilge Ceylan,Director,Turkey,id_155
Nuri Bilge Ceylan,Director,Turkey,id_266
Nuri Bilge Ceylan,Director,Turkey,id_15
Nuri Bilge Ceylan,Director,Turkey,id_17
Nuri Bilge Ceylan,Director,Turkey,id_662
Nuri Bilge Ceylan,Director,Turkey,id_736
Nuri Bilge Ceylan,Director,Turkey,id_217
Michal Chacinski,programmer,Poland,id_20
Michal Chacinski,programmer,Poland,id_224
Michal Chacinski,programmer,Poland,id_583
Michal Chacinski,programmer,Poland,id_23
Michal Chacinski,programmer,Poland,id_26
Michal Chacinski,programmer,Poland,id_585
Michal Chacinski,programmer,Poland,id_110
Michal Chacinski,programmer,Poland,id_57
Michal Chacinski,programmer,Poland,id_58
Michal Chacinski,programmer,Poland,id_47
Billy Chainsaw,critic,UK,id_31
Billy Chainsaw,critic,UK,id_50
Billy Chainsaw,critic,UK,id_51
Billy Chainsaw,critic,UK,id_737
Billy Chainsaw,critic,UK,id_738
Billy Chainsaw,critic,UK,id_739
Billy Chainsaw,critic,UK,id_740
Billy Chainsaw,critic,UK,id_394
Billy Chainsaw,critic,UK,id_741
Billy Chainsaw,critic,UK,id_295
Anchalee Chaiworaporn,critic,Thailand,id_158
Anchalee Chaiworaporn,critic,Thailand,id_106
Anchalee Chaiworaporn,critic,Thailand,id_192
Anchalee Chaiworaporn,critic,Thailand,id_63
Anchalee Chaiworaporn,critic,Thailand,id_742
Anchalee Chaiworaporn,critic,Thailand,id_720
Anchalee Chaiworaporn,critic,Thailand,id_6
Anchalee Chaiworaporn,critic,Thailand,id_37
Anchalee Chaiworaporn,critic,Thailand,id_248
Anchalee Chaiworaporn,critic,Thailand,id_743
Evans Chan,Director,China/Hong Kong/US,id_200
Evans Chan,Director,China/Hong Kong/US,id_155
Evans Chan,Director,China/Hong Kong/US,id_744
Evans Chan,Director,China/Hong Kong/US,id_745
Evans Chan,Director,China/Hong Kong/US,id_329
Evans Chan,Director,China/Hong Kong/US,id_198
Evans Chan,Director,China/Hong Kong/US,id_746
Evans Chan,Director,China/Hong Kong/US,id_7
Evans Chan,Director,China/Hong Kong/US,id_747
Evans Chan,Director,China/Hong Kong/US,id_246
Michael Chanan,academic,UK,id_748
Michael Chanan,academic,UK,id_749
Michael Chanan,academic,UK,id_25
Michael Chanan,academic,UK,id_750
Michael Chanan,academic,UK,id_272
Michael Chanan,academic,UK,id_33
Michael Chanan,academic,UK,id_4
Michael Chanan,academic,UK,id_120
Michael Chanan,academic,UK,id_342
Michael Chanan,academic,UK,id_389
Bryan Chang,critic,Hong Kong,id_751
Bryan Chang,critic,Hong Kong,id_752
Bryan Chang,critic,Hong Kong,id_221
Bryan Chang,critic,Hong Kong,id_223
Bryan Chang,critic,Hong Kong,id_481
Bryan Chang,critic,Hong Kong,id_753
Bryan Chang,critic,Hong Kong,id_235
Bryan Chang,critic,Hong Kong,id_754
Bryan Chang,critic,Hong Kong,id_755
Bryan Chang,critic,Hong Kong,id_756
Chris Chang,critic,US,id_757
Chris Chang,critic,US,id_758
Chris Chang,critic,US,id_759
Chris Chang,critic,US,id_760
Chris Chang,critic,US,id_74
Chris Chang,critic,US,id_761
Chris Chang,critic,US,id_762
Chris Chang,critic,US,id_394
Chris Chang,critic,US,id_763
Chris Chang,critic,US,id_764
Justin Chang,critic,US,id_765
Justin Chang,critic,US,id_182
Justin Chang,critic,US,id_201
Justin Chang,critic,US,id_276
Justin Chang,critic,US,id_766
Justin Chang,critic,US,id_120
Justin Chang,critic,US,id_292
Justin Chang,critic,US,id_121
Justin Chang,critic,US,id_235
Justin Chang,critic,US,id_146
Jeon Chanil,programmer,South Korea,id_97
Jeon Chanil,programmer,South Korea,id_767
Jeon Chanil,programmer,South Korea,id_768
Jeon Chanil,programmer,South Korea,id_391
Jeon Chanil,programmer,South Korea,id_240
Jeon Chanil,programmer,South Korea,id_769
Jeon Chanil,programmer,South Korea,id_770
Jeon Chanil,programmer,South Korea,id_75
Jeon Chanil,programmer,South Korea,id_120
Jeon Chanil,programmer,South Korea,id_47
Tom Charity,critic,Canada,id_771
Tom Charity,critic,Canada,id_63
Tom Charity,critic,Canada,id_772
Tom Charity,critic,Canada,id_83
Tom Charity,critic,Canada,id_773
Tom Charity,critic,Canada,id_140
Tom Charity,critic,Canada,id_27
Tom Charity,critic,Canada,id_774
Tom Charity,critic,Canada,id_775
Tom Charity,critic,Canada,id_349
Carlo Chatrian,critic,Italy,id_776
Carlo Chatrian,critic,Italy,id_777
Carlo Chatrian,critic,Italy,id_387
Carlo Chatrian,critic,Italy,id_140
Carlo Chatrian,critic,Italy,id_4
Carlo Chatrian,critic,Italy,id_322
Carlo Chatrian,critic,Italy,id_120
Carlo Chatrian,critic,Italy,id_778
Carlo Chatrian,critic,Italy,id_235
Carlo Chatrian,critic,Italy,id_465
Andrew Yusu Cheng,Director,China,id_20
Andrew Yusu Cheng,Director,China,id_31
Andrew Yusu Cheng,Director,China,id_63
Andrew Yusu Cheng,Director,China,id_779
Andrew Yusu Cheng,Director,China,id_360
Andrew Yusu Cheng,Director,China,id_780
Andrew Yusu Cheng,Director,China,id_29
Andrew Yusu Cheng,Director,China,id_781
Andrew Yusu Cheng,Director,China,id_217
Andrew Yusu Cheng,Director,China,id_509
Youssef Cherif Rizkallah,programmer,Egypt,id_20
Youssef Cherif Rizkallah,programmer,Egypt,id_106
Youssef Cherif Rizkallah,programmer,Egypt,id_192
Youssef Cherif Rizkallah,programmer,Egypt,id_63
Youssef Cherif Rizkallah,programmer,Egypt,id_782
Youssef Cherif Rizkallah,programmer,Egypt,id_367
Youssef Cherif Rizkallah,programmer,Egypt,id_4
Youssef Cherif Rizkallah,programmer,Egypt,id_517
Youssef Cherif Rizkallah,programmer,Egypt,id_783
Youssef Cherif Rizkallah,programmer,Egypt,id_6
Godfrey Cheshire,critic,US,id_20
Godfrey Cheshire,critic,US,id_305
Godfrey Cheshire,critic,US,id_81
Godfrey Cheshire,critic,US,id_391
Godfrey Cheshire,critic,US,id_201
Godfrey Cheshire,critic,US,id_226
Godfrey Cheshire,critic,US,id_15
Godfrey Cheshire,critic,US,id_667
Godfrey Cheshire,critic,US,id_168
Godfrey Cheshire,critic,US,id_233
Li Cheuk-to,programmer,Hong Kong,id_20
Li Cheuk-to,programmer,Hong Kong,id_328
Li Cheuk-to,programmer,Hong Kong,id_319
Li Cheuk-to,programmer,Hong Kong,id_266
Li Cheuk-to,programmer,Hong Kong,id_784
Li Cheuk-to,programmer,Hong Kong,id_27
Li Cheuk-to,programmer,Hong Kong,id_167
Li Cheuk-to,programmer,Hong Kong,id_168
Li Cheuk-to,programmer,Hong Kong,id_785
Li Cheuk-to,programmer,Hong Kong,id_439
Peggy Chiao,academic,Taiwan,id_160
Peggy Chiao,academic,Taiwan,id_305
Peggy Chiao,academic,Taiwan,id_63
Peggy Chiao,academic,Taiwan,id_504
Peggy Chiao,academic,Taiwan,id_110
Peggy Chiao,academic,Taiwan,id_120
Peggy Chiao,academic,Taiwan,id_556
Peggy Chiao,academic,Taiwan,id_47
Peggy Chiao,academic,Taiwan,id_217
Peggy Chiao,academic,Taiwan,id_146
Mihai Chirilov,programmer,Romania,id_305
Mihai Chirilov,programmer,Romania,id_106
Mihai Chirilov,programmer,Romania,id_53
Mihai Chirilov,programmer,Romania,id_436
Mihai Chirilov,programmer,Romania,id_119
Mihai Chirilov,programmer,Romania,id_29
Mihai Chirilov,programmer,Romania,id_209
Mihai Chirilov,programmer,Romania,id_786
Mihai Chirilov,programmer,Romania,id_211
Mihai Chirilov,programmer,Romania,id_146
Vidhu Vinod Chopra,Director,India,id_159
Vidhu Vinod Chopra,Director,India,id_192
Vidhu Vinod Chopra,Director,India,id_63
Vidhu Vinod Chopra,Director,India,id_474
Vidhu Vinod Chopra,Director,India,id_787
Vidhu Vinod Chopra,Director,India,id_571
Vidhu Vinod Chopra,Director,India,id_788
Vidhu Vinod Chopra,Director,India,id_329
Vidhu Vinod Chopra,Director,India,id_789
Vidhu Vinod Chopra,Director,India,id_6
Ian Christie,academic,UK,id_790
Ian Christie,academic,UK,id_554
Ian Christie,academic,UK,id_791
Ian Christie,academic,UK,id_354
Ian Christie,academic,UK,id_366
Ian Christie,academic,UK,id_166
Ian Christie,academic,UK,id_792
Ian Christie,academic,UK,id_156
Ian Christie,academic,UK,id_235
Ian Christie,academic,UK,id_217
Jaime N Christley,critic,US,id_472
Jaime N Christley,critic,US,id_793
Jaime N Christley,critic,US,id_794
Jaime N Christley,critic,US,id_492
Jaime N Christley,critic,US,id_795
Jaime N Christley,critic,US,id_796
Jaime N Christley,critic,US,id_797
Jaime N Christley,critic,US,id_292
Jaime N Christley,critic,US,id_488
Jaime N Christley,critic,US,id_146
Roberta Ciabarra,programmer,Australia,id_159
Roberta Ciabarra,programmer,Australia,id_158
Roberta Ciabarra,programmer,Australia,id_798
Roberta Ciabarra,programmer,Australia,id_22
Roberta Ciabarra,programmer,Australia,id_106
Roberta Ciabarra,programmer,Australia,id_51
Roberta Ciabarra,programmer,Australia,id_200
Roberta Ciabarra,programmer,Australia,id_372
Roberta Ciabarra,programmer,Australia,id_799
Roberta Ciabarra,programmer,Australia,id_146
José Luis Cienfuegos,programmer,Spain,id_800
José Luis Cienfuegos,programmer,Spain,id_686
José Luis Cienfuegos,programmer,Spain,id_565
José Luis Cienfuegos,programmer,Spain,id_801
José Luis Cienfuegos,programmer,Spain,id_802
José Luis Cienfuegos,programmer,Spain,id_215
José Luis Cienfuegos,programmer,Spain,id_75
José Luis Cienfuegos,programmer,Spain,id_232
José Luis Cienfuegos,programmer,Spain,id_291
José Luis Cienfuegos,programmer,Spain,id_803
Michel Ciment,critic,France,id_20
Michel Ciment,critic,France,id_804
Michel Ciment,critic,France,id_453
Michel Ciment,critic,France,id_209
Michel Ciment,critic,France,id_176
Michel Ciment,critic,France,id_120
Michel Ciment,critic,France,id_805
Michel Ciment,critic,France,id_121
Michel Ciment,critic,France,id_235
Michel Ciment,critic,France,id_471
George Clark,critic,UK,id_180
George Clark,critic,UK,id_511
George Clark,critic,UK,id_806
George Clark,critic,UK,id_347
George Clark,critic,UK,id_141
George Clark,critic,UK,id_591
George Clark,critic,UK,id_191
George Clark,critic,UK,id_807
George Clark,critic,UK,id_808
George Clark,critic,UK,id_809
Renata Clark,programmer,Czech Republic,id_767
Renata Clark,programmer,Czech Republic,id_192
Renata Clark,programmer,Czech Republic,id_664
Renata Clark,programmer,Czech Republic,id_63
Renata Clark,programmer,Czech Republic,id_360
Renata Clark,programmer,Czech Republic,id_102
Renata Clark,programmer,Czech Republic,id_449
Renata Clark,programmer,Czech Republic,id_543
Renata Clark,programmer,Czech Republic,id_541
Renata Clark,programmer,Czech Republic,id_9
Donald Clarke,critic,Ireland,id_60
Donald Clarke,critic,Ireland,id_726
Donald Clarke,critic,Ireland,id_546
Donald Clarke,critic,Ireland,id_523
Donald Clarke,critic,Ireland,id_131
Donald Clarke,critic,Ireland,id_168
Donald Clarke,critic,Ireland,id_741
Donald Clarke,critic,Ireland,id_163
Donald Clarke,critic,Ireland,id_191
Donald Clarke,critic,Ireland,id_59
Roger Clarke,critic,UK,id_810
Roger Clarke,critic,UK,id_21
Roger Clarke,critic,UK,id_811
Roger Clarke,critic,UK,id_360
Roger Clarke,critic,UK,id_75
Roger Clarke,critic,UK,id_29
Roger Clarke,critic,UK,id_812
Roger Clarke,critic,UK,id_322
Roger Clarke,critic,UK,id_488
Roger Clarke,critic,UK,id_121
Thomas Clay,Director,UK,id_21
Thomas Clay,Director,UK,id_310
Thomas Clay,Director,UK,id_155
Thomas Clay,Director,UK,id_813
Thomas Clay,Director,UK,id_479
Thomas Clay,Director,UK,id_766
Thomas Clay,Director,UK,id_381
Thomas Clay,Director,UK,id_46
Thomas Clay,Director,UK,id_120
Thomas Clay,Director,UK,id_814
Joshua Clover,critic,US,id_370
Joshua Clover,critic,US,id_50
Joshua Clover,critic,US,id_815
Joshua Clover,critic,US,id_816
Joshua Clover,critic,US,id_492
Joshua Clover,critic,US,id_166
Joshua Clover,critic,US,id_560
Joshua Clover,critic,US,id_817
Joshua Clover,critic,US,id_818
Joshua Clover,critic,US,id_819
Robbie Collin,critic,UK,id_820
Robbie Collin,critic,UK,id_106
Robbie Collin,critic,UK,id_821
Robbie Collin,critic,UK,id_381
Robbie Collin,critic,UK,id_209
Robbie Collin,critic,UK,id_568
Robbie Collin,critic,UK,id_235
Robbie Collin,critic,UK,id_114
Robbie Collin,critic,UK,id_457
Robbie Collin,critic,UK,id_822
Andrew Collins,critic,UK,id_31
Andrew Collins,critic,UK,id_305
Andrew Collins,critic,UK,id_201
Andrew Collins,critic,UK,id_571
Andrew Collins,critic,UK,id_232
Andrew Collins,critic,UK,id_6
Andrew Collins,critic,UK,id_68
Andrew Collins,critic,UK,id_823
Andrew Collins,critic,UK,id_146
Andrew Collins,critic,UK,id_459
Fernando Colomo,Director,Spain,id_158
Fernando Colomo,Director,Spain,id_159
Fernando Colomo,Director,Spain,id_824
Fernando Colomo,Director,Spain,id_825
Fernando Colomo,Director,Spain,id_463
Fernando Colomo,Director,Spain,id_291
Fernando Colomo,Director,Spain,id_57
Fernando Colomo,Director,Spain,id_163
Fernando Colomo,Director,Spain,id_568
Fernando Colomo,Director,Spain,id_295
Richard Combs,academic,UK,id_826
Richard Combs,academic,UK,id_616
Richard Combs,academic,UK,id_827
Richard Combs,academic,UK,id_828
Richard Combs,academic,UK,id_667
Richard Combs,academic,UK,id_829
Richard Combs,academic,UK,id_830
Richard Combs,academic,UK,id_57
Richard Combs,academic,UK,id_831
Richard Combs,academic,UK,id_145
Philip Concannon,critic,UK,id_10
Philip Concannon,critic,UK,id_250
Philip Concannon,critic,UK,id_201
Philip Concannon,critic,UK,id_266
Philip Concannon,critic,UK,id_168
Philip Concannon,critic,UK,id_209
Philip Concannon,critic,UK,id_58
Philip Concannon,critic,UK,id_338
Philip Concannon,critic,UK,id_470
Philip Concannon,critic,UK,id_457
Charlotte Cook,programmer,UK/Canada,id_20
Charlotte Cook,programmer,UK/Canada,id_52
Charlotte Cook,programmer,UK/Canada,id_220
Charlotte Cook,programmer,UK/Canada,id_832
Charlotte Cook,programmer,UK/Canada,id_27
Charlotte Cook,programmer,UK/Canada,id_463
Charlotte Cook,programmer,UK/Canada,id_169
Charlotte Cook,programmer,UK/Canada,id_833
Charlotte Cook,programmer,UK/Canada,id_286
Charlotte Cook,programmer,UK/Canada,id_834
Pam Cook,academic,UK,id_835
Pam Cook,academic,UK,id_332
Pam Cook,academic,UK,id_720
Pam Cook,academic,UK,id_836
Pam Cook,academic,UK,id_57
Pam Cook,academic,UK,id_837
Pam Cook,academic,UK,id_414
Pam Cook,academic,UK,id_235
Pam Cook,academic,UK,id_838
Pam Cook,academic,UK,id_839
Karen Cooper,programmer,US,id_159
Karen Cooper,programmer,US,id_840
Karen Cooper,programmer,US,id_841
Karen Cooper,programmer,US,id_360
Karen Cooper,programmer,US,id_842
Karen Cooper,programmer,US,id_286
Karen Cooper,programmer,US,id_273
Karen Cooper,programmer,US,id_843
Karen Cooper,programmer,US,id_59
Karen Cooper,programmer,US,id_844
Francis Ford Coppola,Director,US,id_60
Francis Ford Coppola,Director,US,id_224
Francis Ford Coppola,Director,US,id_498
Francis Ford Coppola,Director,US,id_62
Francis Ford Coppola,Director,US,id_845
Francis Ford Coppola,Director,US,id_846
Francis Ford Coppola,Director,US,id_58
Francis Ford Coppola,Director,US,id_568
Francis Ford Coppola,Director,US,id_235
Francis Ford Coppola,Director,US,id_847
Anton Corbijn,Director,Netherlands,id_192
Anton Corbijn,Director,Netherlands,id_272
Anton Corbijn,Director,Netherlands,id_549
Anton Corbijn,Director,Netherlands,id_132
Anton Corbijn,Director,Netherlands,id_58
Anton Corbijn,Director,Netherlands,id_233
Anton Corbijn,Director,Netherlands,id_47
Anton Corbijn,Director,Netherlands,id_191
Anton Corbijn,Director,Netherlands,id_543
Anton Corbijn,Director,Netherlands,id_295
